acceptance_rate,adaptive_policy,average_selected_k,device_type,draft_forward_calls,draft_k,draft_model,draft_overhead_ms,draft_tokens_accepted,draft_tokens_proposed,draft_tokens_rejected,dtype,error,exact_output_match_with_baseline,expected_entropy_level,generated_tokens,gpu_max_memory_allocated_bytes,gpu_memory_allocated_bytes,gpu_memory_allocated_mb,gpu_memory_reserved_bytes,gpu_memory_reserved_mb,gpu_name,latency_ms,max_selected_k,min_selected_k,mode,model_pair,output_length,prompt_id,prompt_type,repetition,schedule_type,slowdown_flag,speedup_vs_baseline,static_draft_k,temperature,time_to_first_token_ms,tokens_per_second,total_latency_ms,validation_level,verifier_calls_per_output_token,verifier_forward_calls,verifier_model,wasted_draft_tokens
0.8175182481751825,,,cuda,137,2,Qwen/Qwen2.5-0.5B-Instruct,3027.973875992757,112,137,16,torch.bfloat16,,,medium,128,16361318912,16306199552,16306.199552,16909336576,16909.336576,NVIDIA GH200 480GB,4863.561570000456,,,speculative,Qwen/Qwen2.5-0.5B-Instruct->Qwen/Qwen2.5-7B-Instruct,128,code_001,code_completion,0,static,True,0.6925197186308809,2,0.7,,26.31816173347796,4863.561570000456,gpu_qwen_full_static_seed43,0.5390625,69,Qwen/Qwen2.5-7B-Instruct,
0.6956521739130435,,,cuda,161,4,Qwen/Qwen2.5-0.5B-Instruct,3536.7806300055236,112,161,16,torch.bfloat16,,,medium,128,16361318912,16306199552,16306.199552,16909336576,16909.336576,NVIDIA GH200 480GB,4631.84458700016,,,speculative,Qwen/Qwen2.5-0.5B-Instruct->Qwen/Qwen2.5-7B-Instruct,128,code_001,code_completion,0,static,True,0.727164356820974,4,0.7,,27.63477867095276,4631.84458700016,gpu_qwen_full_static_seed43,0.3203125,41,Qwen/Qwen2.5-7B-Instruct,
0.5490196078431373,,,cuda,204,8,Qwen/Qwen2.5-0.5B-Instruct,4472.0055970010435,112,204,16,torch.bfloat16,,,medium,128,16361318912,16306199552,16306.199552,16909336576,16909.336576,NVIDIA GH200 480GB,5177.252804000091,,,speculative,Qwen/Qwen2.5-0.5B-Instruct->Qwen/Qwen2.5-7B-Instruct,128,code_001,code_completion,0,static,True,0.6505597500277335,8,0.7,,24.723536757004336,5177.252804000091,gpu_qwen_full_static_seed43,0.203125,26,Qwen/Qwen2.5-7B-Instruct,
0.0,,,cuda,0,,Qwen/Qwen2.5-0.5B-Instruct,,0,0,0,torch.bfloat16,,,medium,128,16361318912,16306199552,16306.199552,16909336576,16909.336576,NVIDIA GH200 480GB,3351.0393709993878,,,baseline,Qwen/Qwen2.5-0.5B-Instruct->Qwen/Qwen2.5-7B-Instruct,128,code_001,code_completion,1,static,False,,,0.7,26.90795699982118,38.197104190341484,3351.0393709993878,gpu_qwen_full_static_seed43,1.0,128,Qwen/Qwen2.5-7B-Instruct,
0.875,,,cuda,128,1,Qwen/Qwen2.5-0.5B-Instruct,2833.8347689959846,112,128,16,torch.bfloat16,,,medium,128,16361318912,16306199552,16306.199552,16909336576,16909.336576,NVIDIA GH200 480GB,6211.5320789998805,,,speculative,Qwen/Qwen2.5-0.5B-Instruct->Qwen/Qwen2.5-7B-Instruct,128,code_001,code_completion,1,static,True,0.5394867688647499,1,0.7,,20.606832319637522,6211.5320789998805,gpu_qwen_full_static_seed43,1.0,128,Qwen/Qwen2.5-7B-Instruct,
0.8175182481751825,,,cuda,137,2,Qwen/Qwen2.5-0.5B-Instruct,3028.132466995885,112,137,16,torch.bfloat16,,,medium,128,16361318912,16306199552,16306.199552,16909336576,16909.336576,NVIDIA GH200 480GB,4864.739725000618,,,speculative,Qwen/Qwen2.5-0.5B-Instruct->Qwen/Qwen2.5-7B-Instruct,128,code_001,code_completion,1,static,True,0.6888424788232554,2,0.7,,26.311787934344984,4864.739725000618,gpu_qwen_full_static_seed43,0.5390625,69,Qwen/Qwen2.5-7B-Instruct,
0.6956521739130435,,,cuda,161,4,Qwen/Qwen2.5-0.5B-Instruct,3554.621974002657,112,161,16,torch.bfloat16,,,medium,128,16361318912,16306199552,16306.199552,16909336576,16909.336576,NVIDIA GH200 480GB,4652.143528999659,,,speculative,Qwen/Qwen2.5-0.5B-Instruct->Qwen/Qwen2.5-7B-Instruct,128,code_001,code_completion,1,static,True,0.72032157866805,4,0.7,,27.514198390934766,4652.143528999659,gpu_qwen_full_static_seed43,0.3203125,41,Qwen/Qwen2.5-7B-Instruct,
0.5490196078431373,,,cuda,204,8,Qwen/Qwen2.5-0.5B-Instruct,4493.328392996773,112,204,16,torch.bfloat16,,,medium,128,16361318912,16306199552,16306.199552,16909336576,16909.336576,NVIDIA GH200 480GB,5202.769735000402,,,speculative,Qwen/Qwen2.5-0.5B-Instruct->Qwen/Qwen2.5-7B-Instruct,128,code_001,code_completion,1,static,True,0.6440875805930951,8,0.7,,24.602280423619423,5202.769735000402,gpu_qwen_full_static_seed43,0.203125,26,Qwen/Qwen2.5-7B-Instruct,
0.0,,,cuda,0,,Qwen/Qwen2.5-0.5B-Instruct,,0,0,0,torch.bfloat16,,,low,128,16361318912,16306199552,16306.199552,16909336576,16909.336576,NVIDIA GH200 480GB,3526.113204000467,,,baseline,Qwen/Qwen2.5-0.5B-Instruct->Qwen/Qwen2.5-7B-Instruct,128,code_002,code_completion,0,static,False,,,0.0,67.11115400048584,36.300592917658086,3526.113204000467,gpu_qwen_full_static_seed43,1.0,128,Qwen/Qwen2.5-7B-Instruct,
0.9140625,,,cuda,128,1,Qwen/Qwen2.5-0.5B-Instruct,3007.093314994563,117,128,11,torch.bfloat16,,True,low,128,16361318912,16306199552,16306.199552,16909336576,16909.336576,NVIDIA GH200 480GB,6402.5008019998495,,,speculative,Qwen/Qwen2.5-0.5B-Instruct->Qwen/Qwen2.5-7B-Instruct,128,code_002,code_completion,0,static,True,0.5507399863033317,1,0.0,,19.99218804627383,6402.5008019998495,gpu_qwen_full_static_seed43,1.0,128,Qwen/Qwen2.5-7B-Instruct,
0.8796992481203008,,,cuda,133,2,Qwen/Qwen2.5-0.5B-Instruct,2957.2211010026876,117,133,11,torch.bfloat16,,True,low,128,16361318912,16306199552,16306.199552,16909336576,16909.336576,NVIDIA GH200 480GB,4747.482048000165,,,speculative,Qwen/Qwen2.5-0.5B-Instruct->Qwen/Qwen2.5-7B-Instruct,128,code_002,code_completion,0,static,True,0.7427333412426089,2,0.0,,26.961660666819974,4747.482048000165,gpu_qwen_full_static_seed43,0.5234375,67,Qwen/Qwen2.5-7B-Instruct,
0.7959183673469388,,,cuda,147,4,Qwen/Qwen2.5-0.5B-Instruct,3250.6710609941365,117,147,11,torch.bfloat16,,True,low,128,16361318912,16306199552,16306.199552,16909336576,16909.336576,NVIDIA GH200 480GB,4248.175725000692,,,speculative,Qwen/Qwen2.5-0.5B-Instruct->Qwen/Qwen2.5-7B-Instruct,128,code_002,code_completion,0,static,True,0.830029978103105,4,0.0,,30.130580344573467,4248.175725000692,gpu_qwen_full_static_seed43,0.2890625,37,Qwen/Qwen2.5-7B-Instruct,
0.659217877094972,,,cuda,179,8,Qwen/Qwen2.5-0.5B-Instruct,3946.4047329829555,118,179,10,torch.bfloat16,,False,low,128,16361318912,16306199552,16306.199552,16909336576,16909.336576,NVIDIA GH200 480GB,4575.382460999208,,,speculative,Qwen/Qwen2.5-0.5B-Instruct->Qwen/Qwen2.5-7B-Instruct,128,code_002,code_completion,0,static,True,0.7706707000031657,8,0.0,,27.975803354381515,4575.382460999208,gpu_qwen_full_static_seed43,0.1796875,23,Qwen/Qwen2.5-7B-Instruct,
0.0,,,cuda,0,,Qwen/Qwen2.5-0.5B-Instruct,,0,0,0,torch.bfloat16,,,low,128,16361318912,16306199552,16306.199552,16909336576,16909.336576,NVIDIA GH200 480GB,3346.8314129995633,,,baseline,Qwen/Qwen2.5-0.5B-Instruct->Qwen/Qwen2.5-7B-Instruct,128,code_002,code_completion,1,static,False,,,0.0,27.672926999912306,38.24512925952291,3346.8314129995633,gpu_qwen_full_static_seed43,1.0,128,Qwen/Qwen2.5-7B-Instruct,
0.9140625,,,cuda,128,1,Qwen/Qwen2.5-0.5B-Instruct,2838.855024006989,117,128,11,torch.bfloat16,,True,low,128,16361318912,16306199552,16306.199552,16909336576,16909.336576,NVIDIA GH200 480GB,6230.129786999896,,,speculative,Qwen/Qwen2.5-0.5B-Instruct->Qwen/Qwen2.5-7B-Instruct,128,code_002,code_completion,1,static,True,0.5372009135320472,1,0.0,,20.545318376366936,6230.129786999896,gpu_qwen_full_static_seed43,1.0,128,Qwen/Qwen2.5-7B-Instruct,
0.8796992481203008,,,cuda,133,2,Qwen/Qwen2.5-0.5B-Instruct,2947.728182996798,117,133,11,torch.bfloat16,,True,low,128,16361318912,16306199552,16306.199552,16909336576,16909.336576,NVIDIA GH200 480GB,4732.208990999425,,,speculative,Qwen/Qwen2.5-0.5B-Instruct->Qwen/Qwen2.5-7B-Instruct,128,code_002,code_completion,1,static,True,0.7072450560330652,2,0.0,,27.048678586143104,4732.208990999425,gpu_qwen_full_static_seed43,0.5234375,67,Qwen/Qwen2.5-7B-Instruct,
0.7959183673469388,,,cuda,147,4,Qwen/Qwen2.5-0.5B-Instruct,3245.7570110072993,117,147,11,torch.bfloat16,,True,low,128,16361318912,16306199552,16306.199552,16909336576,16909.336576,NVIDIA GH200 480GB,4241.772475000289,,,speculative,Qwen/Qwen2.5-0.5B-Instruct->Qwen/Qwen2.5-7B-Instruct,128,code_002,code_completion,1,static,True,0.7890171933371639,4,0.0,,30.17606454716581,4241.772475000289,gpu_qwen_full_static_seed43,0.2890625,37,Qwen/Qwen2.5-7B-Instruct,
0.659217877094972,,,cuda,179,8,Qwen/Qwen2.5-0.5B-Instruct,3940.728795002542,118,179,10,torch.bfloat16,,False,low,128,16361318912,16306199552,16306.199552,16909336576,16909.336576,NVIDIA GH200 480GB,4567.888321999817,,,speculative,Qwen/Qwen2.5-0.5B-Instruct->Qwen/Qwen2.5-7B-Instruct,128,code_002,code_completion,1,static,True,0.7326867859007384,8,0.0,,28.02170083351813,4567.888321999817,gpu_qwen_full_static_seed43,0.1796875,23,Qwen/Qwen2.5-7B-Instruct,
0.0,,,cuda,0,,Qwen/Qwen2.5-0.5B-Instruct,,0,0,0,torch.bfloat16,,,low,128,16361318912,16306199552,16306.199552,16909336576,16909.336576,NVIDIA GH200 480GB,3376.4985080006227,,,baseline,Qwen/Qwen2.5-0.5B-Instruct->Qwen/Qwen2.5-7B-Instruct,128,code_002,code_completion,0,static,False,,,0.3,27.28357700016204,37.909094198236325,3376.4985080006227,gpu_qwen_full_static_seed43,1.0,128,Qwen/Qwen2.5-7B-Instruct,
0.9140625,,,cuda,128,1,Qwen/Qwen2.5-0.5B-Instruct,2849.0932379991136,117,128,11,torch.bfloat16,,,low,128,16361318912,16306199552,16306.199552,16909336576,16909.336576,NVIDIA GH200 480GB,6249.927732999822,,,speculative,Qwen/Qwen2.5-0.5B-Instruct->Qwen/Qwen2.5-7B-Instruct,128,code_002,code_completion,0,static,True,0.5402460079934366,1,0.3,,20.480236807244317,6249.927732999822,gpu_qwen_full_static_seed43,1.0,128,Qwen/Qwen2.5-7B-Instruct,
0.8796992481203008,,,cuda,133,2,Qwen/Qwen2.5-0.5B-Instruct,2938.7707559972114,117,133,11,torch.bfloat16,,,low,128,16361318912,16306199552,16306.199552,16909336576,16909.336576,NVIDIA GH200 480GB,4720.192967000003,,,speculative,Qwen/Qwen2.5-0.5B-Instruct->Qwen/Qwen2.5-7B-Instruct,128,code_002,code_completion,0,static,True,0.7153306086438692,2,0.3,,27.117535425962156,4720.192967000003,gpu_qwen_full_static_seed43,0.5234375,67,Qwen/Qwen2.5-7B-Instruct,
0.7959183673469388,,,cuda,147,4,Qwen/Qwen2.5-0.5B-Instruct,3258.3202830046503,117,147,11,torch.bfloat16,,,low,128,16361318912,16306199552,16306.199552,16909336576,16909.336576,NVIDIA GH200 480GB,4256.724984999892,,,speculative,Qwen/Qwen2.5-0.5B-Instruct->Qwen/Qwen2.5-7B-Instruct,128,code_002,code_completion,0,static,True,0.7932150937396555,4,0.3,,30.070065708039454,4256.724984999892,gpu_qwen_full_static_seed43,0.2890625,37,Qwen/Qwen2.5-7B-Instruct,
0.659217877094972,,,cuda,179,8,Qwen/Qwen2.5-0.5B-Instruct,3941.7613119985617,118,179,10,torch.bfloat16,,,low,128,16361318912,16306199552,16306.199552,16909336576,16909.336576,NVIDIA GH200 480GB,4569.884407000245,,,speculative,Qwen/Qwen2.5-0.5B-Instruct->Qwen/Qwen2.5-7B-Instruct,128,code_002,code_completion,0,static,True,0.7388586247014106,8,0.3,,28.009461202985115,4569.884407000245,gpu_qwen_full_static_seed43,0.1796875,23,Qwen/Qwen2.5-7B-Instruct,
0.0,,,cuda,0,,Qwen/Qwen2.5-0.5B-Instruct,,0,0,0,torch.bfloat16,,,low,128,16361318912,16306199552,16306.199552,16909336576,16909.336576,NVIDIA GH200 480GB,3383.431107999968,,,baseline,Qwen/Qwen2.5-0.5B-Instruct->Qwen/Qwen2.5-7B-Instruct,128,code_002,code_completion,1,static,False,,,0.3,27.91200200044841,37.831419028260946,3383.431107999968,gpu_qwen_full_static_seed43,1.0,128,Qwen/Qwen2.5-7B-Instruct,
0.9140625,,,cuda,128,1,Qwen/Qwen2.5-0.5B-Instruct,2841.536627998721,117,128,11,torch.bfloat16,,,low,128,16361318912,16306199552,16306.199552,16909336576,16909.336576,NVIDIA GH200 480GB,6228.996427999846,,,speculative,Qwen/Qwen2.5-0.5B-Instruct->Qwen/Qwen2.5-7B-Instruct,128,code_002,code_completion,1,static,True,0.543174353542919,1,0.3,,20.549056574286926,6228.996427999846,gpu_qwen_full_static_seed43,1.0,128,Qwen/Qwen2.5-7B-Instruct,
0.8796992481203008,,,cuda,133,2,Qwen/Qwen2.5-0.5B-Instruct,2946.2716520001777,117,133,11,torch.bfloat16,,,low,128,16361318912,16306199552,16306.199552,16909336576,16909.336576,NVIDIA GH200 480GB,4732.622723999157,,,speculative,Qwen/Qwen2.5-0.5B-Instruct->Qwen/Qwen2.5-7B-Instruct,128,code_002,code_completion,1,static,True,0.7149167185549293,2,0.3,,27.046313949960826,4732.622723999157,gpu_qwen_full_static_seed43,0.5234375,67,Qwen/Qwen2.5-7B-Instruct,
0.7959183673469388,,,cuda,147,4,Qwen/Qwen2.5-0.5B-Instruct,3260.3423479931735,117,147,11,torch.bfloat16,,,low,128,16361318912,16306199552,16306.199552,16909336576,16909.336576,NVIDIA GH200 480GB,4256.802330000028,,,speculative,Qwen/Qwen2.5-0.5B-Instruct->Qwen/Qwen2.5-7B-Instruct,128,code_002,code_completion,1,static,True,0.7948292745836629,4,0.3,,30.069519342703227,4256.802330000028,gpu_qwen_full_static_seed43,0.2890625,37,Qwen/Qwen2.5-7B-Instruct,
0.659217877094972,,,cuda,179,8,Qwen/Qwen2.5-0.5B-Instruct,3930.1137719976396,118,179,10,torch.bfloat16,,,low,128,16361318912,16306199552,16306.199552,16909336576,16909.336576,NVIDIA GH200 480GB,4557.192887000383,,,speculative,Qwen/Qwen2.5-0.5B-Instruct->Qwen/Qwen2.5-7B-Instruct,128,code_002,code_completion,1,static,True,0.7424375469494328,8,0.3,,28.08746594095815,4557.192887000383,gpu_qwen_full_static_seed43,0.1796875,23,Qwen/Qwen2.5-7B-Instruct,
