run,prompt_id,temperature,draft_k,schedule_type,rows,repetitions,mean_speedup,median_speedup,std_speedup,ci95_speedup,min_speedup,max_speedup,slowdown_rate,mean_acceptance_rate,mean_draft_overhead_ms
llama_seed42,code_002,0.0,1.0,static,2,2,0.5735992328912679,0.5735992328912679,0.11756761565471721,0.1629404022236731,0.4904663746138837,0.6567320911686522,1.0,0.8046875,2948.6324480005806
llama_seed42,code_002,0.0,2.0,static,2,2,0.9373091628094994,0.9373091628094994,0.023089517589666122,0.03200043874547886,0.9209824083475204,0.9536359172714785,1.0,0.8382352941176471,2022.661288498739
llama_seed42,code_002,0.0,4.0,static,2,2,1.1032441741460481,1.1032441741460481,0.03127753401839588,0.043348450550273275,1.0811276177428475,1.1253607305492488,0.0,0.7402597402597403,2273.5731384996143
llama_seed42,code_002,0.0,8.0,static,2,2,1.0647759221664088,1.0647759221664088,0.03471625493953429,0.048114274598885516,1.0402278228812631,1.0893240214515545,0.0,0.59375,2808.7677919983207
llama_seed42,code_002,0.3,1.0,static,2,2,0.48865242107712276,0.48865242107712276,0.07033520043897992,0.09747961448557477,0.438917923890605,0.5383869182636405,1.0,0.8046875,1895.682627999804
llama_seed42,code_002,0.3,2.0,static,2,2,0.6868415489571713,0.6868415489571713,0.0970401419926071,0.1344907752025447,0.6182238065068935,0.7554592914074493,1.0,0.8382352941176471,2009.585240500087
llama_seed42,code_002,0.3,4.0,static,2,2,0.8046831817015708,0.8046831817015708,0.11126911716824077,0.15421112868115494,0.7260040344152673,0.8833623289878744,1.0,0.7402597402597403,2270.259175499291
llama_seed42,code_002,0.3,8.0,static,2,2,0.7723142475380949,0.7723142475380949,0.10955550764143478,0.15183618704440263,0.6948468051685016,0.849781689907688,1.0,0.59375,2820.3395690002253
llama_seed42,code_002,0.7,1.0,static,2,2,0.6607059898455576,0.6607059898455576,0.0010135001823082838,0.001404639589222165,0.6599893369939136,0.6614226426972015,1.0,0.8046875,1899.3094805009605
llama_seed42,code_002,0.7,2.0,static,2,2,0.9288815164408799,0.9288815164408799,0.0032348087412811975,0.004483216185730852,0.9265941612440785,0.9311688716376814,1.0,0.8382352941176471,2011.0504549992356
llama_seed42,code_002,0.7,4.0,static,2,2,1.0850983421901592,1.0850983421901592,0.002234477875033822,0.003096828337381536,1.0835183277323115,1.086678356648007,0.0,0.7402597402597403,2278.376666499639
llama_seed42,code_002,0.7,8.0,static,2,2,1.043614334546431,1.043614334546431,0.002576418963662537,0.003570734507951458,1.0417925312260476,1.0454361378668144,0.0,0.59375,2825.354485000844
llama_seed42,code_003,0.0,1.0,static,2,2,0.649919993066254,0.649919993066254,0.012610098702547149,0.017476705155845436,0.6410033067622513,0.6588366793702568,1.0,0.7890625,1978.284054498772
llama_seed42,code_003,0.0,2.0,static,2,2,0.8637471480398438,0.8637471480398438,0.0013026861122553447,0.0018054308401172568,0.8628260098561105,0.864668286223577,1.0,0.696551724137931,2152.0431469991763
llama_seed42,code_003,0.0,4.0,static,2,2,0.8902509598573018,0.8902509598573018,0.0018944851929511763,0.002625622520514832,0.8889113565305086,0.8915905631840951,1.0,0.5401069518716578,2760.055282000053
llama_seed42,code_003,0.0,8.0,static,2,2,0.7266851285300004,0.7266851285300004,0.000861237541457402,0.0011936143353228942,0.7260761416242235,0.7272941154357775,1.0,0.3672727272727272,4045.168291000664
llama_seed42,code_003,0.3,1.0,static,2,2,0.43378012350317663,0.43378012350317663,0.15031950402153688,0.20833220365092533,0.3274881828649494,0.5400720641414039,1.0,0.7890625,1897.9565939993108
llama_seed42,code_003,0.3,2.0,static,2,2,0.5702277136904315,0.5702277136904315,0.19707815656425587,0.2731363898234456,0.4308724127601021,0.7095830146207609,1.0,0.696551724137931,2145.3381675005403
llama_seed42,code_003,0.3,4.0,static,2,2,0.5847213861925371,0.5847213861925371,0.20161741100022262,0.279427475506124,0.4421563476690044,0.7272864247160697,1.0,0.5401069518716578,2761.922389499887
llama_seed42,code_003,0.3,8.0,static,2,2,0.47675369824461944,0.47675369824461944,0.16384606661976758,0.2270790629640577,0.360897033467039,0.5926103630221999,1.0,0.3672727272727272,4050.98696999994
llama_seed42,code_003,0.7,1.0,static,2,2,0.5347525353513262,0.5347525353513262,0.18001454570597977,0.24948743172259147,0.4074630293704122,0.6620420413322402,1.0,0.7890625,1904.354729499687
llama_seed42,code_003,0.7,2.0,static,2,2,0.7031891384209231,0.7031891384209231,0.23527013803766553,0.3260677756335716,0.5368280284037947,0.8695502484380515,1.0,0.696551724137931,2149.30942699948
llama_seed42,code_003,0.7,4.0,static,2,2,0.7229236346303016,0.7229236346303016,0.2428240350846839,0.33653694281318175,0.5512211127868415,0.8946261564737616,1.0,0.5401069518716578,2762.670386498712
llama_seed42,code_003,0.7,8.0,static,2,2,0.589392656594287,0.589392656594287,0.19784228504094908,0.274195417861478,0.44949703523639,0.7292882779521839,1.0,0.3672727272727272,4051.562188000503
llama_seed42,json_001,0.0,1.0,static,2,2,0.6638433002054289,0.6638433002054289,0.00644236380739235,0.008928660704752659,0.6592878610703511,0.6683987393405069,1.0,0.4444444444444444,134.1415005002773
llama_seed42,json_001,0.0,2.0,static,2,2,0.7450114168889248,0.7450114168889248,0.0012783173443330319,0.0017716574508650806,0.7441075100262385,0.7459153237516111,1.0,0.3333333333333333,177.69816699990315
llama_seed42,json_001,0.0,4.0,static,2,2,0.5900840223269211,0.5900840223269211,0.011317710162797602,0.015685546023091454,0.582081192723303,0.5980868519305392,1.0,0.2,298.3286190005856
llama_seed42,json_001,0.0,8.0,static,2,2,0.356151806185592,0.356151806185592,0.002195448268637189,0.003042736062655338,0.3545993898270944,0.3577042225440896,1.0,0.1,592.4373100003777
llama_seed42,json_001,0.3,1.0,static,2,2,1.4302959519050003,1.4302959519050003,0.13852087079122846,0.19198013226179267,1.332346904832657,1.5282449989773434,0.0,0.4444444444444444,134.51638649996767
llama_seed42,json_001,0.3,2.0,static,2,2,1.6200548128961267,1.6200548128961267,0.18406023257403087,0.2550944676557458,1.4899045742962564,1.750205051495997,0.0,0.3333333333333333,177.72309849965495
llama_seed42,json_001,0.3,4.0,static,2,2,1.29425065113216,1.29425065113216,0.12467514513474852,0.17279093551758734,1.2060920105619624,1.3824092917023576,0.0,0.2,294.5961225003657
llama_seed42,json_001,0.3,8.0,static,2,2,0.7763274642228456,0.7763274642228456,0.08394115532184805,0.11633650589147553,0.7169721040741336,0.8356828243715576,1.0,0.1,588.5626200001752
llama_seed42,json_001,0.7,1.0,static,2,2,10.206056350910988,10.206056350910988,1.3297836649714077,1.8429861321442687,9.265757303898605,11.146355397923369,0.0,0.4444444444444444,136.57042800002728
llama_seed42,json_001,0.7,2.0,static,2,2,11.633833496474084,11.633833496474084,1.7082772058295355,2.367551416921405,10.425899100085612,12.841767892862556,0.0,0.3333333333333333,178.24427050027225
llama_seed42,json_001,0.7,4.0,static,2,2,9.213952164559878,9.213952164559878,1.2327905542275086,1.7085605389269072,8.342237603882884,10.085666725236871,0.0,0.2,298.3999620000759
llama_seed42,json_001,0.7,8.0,static,2,2,5.589028706440679,5.589028706440679,0.8277121886181456,1.1471505668275928,5.00374780499803,6.174309607883329,0.0,0.1,590.1599515005955
llama_seed42,json_002,0.0,1.0,static,2,2,0.6457417723101464,0.6457417723101464,0.013378556003460412,0.018541732638160523,0.6362817046376155,0.6552018399826772,1.0,0.9765625,1981.6947369990885
llama_seed42,json_002,0.0,2.0,static,2,2,0.9687415311750815,0.9687415311750815,0.0012546010944585275,0.0017387884054882962,0.9678543942335058,0.9696286681166572,1.0,0.9689922480620154,1907.3830244998362
llama_seed42,json_002,0.0,4.0,static,2,2,1.2720788281446977,1.2720788281446977,0.0009537090398606623,0.001321773293554087,1.2714044540153335,1.2727532022740622,0.0,0.9541984732824428,1931.5414944989016
llama_seed42,json_002,0.0,8.0,static,2,2,1.4274431033806714,1.4274431033806714,0.004729931453750205,0.006555350546768856,1.424098536775177,1.4307876699861657,0.0,0.8992805755395683,2050.4867694990025
llama_seed42,json_002,0.3,1.0,static,2,2,0.5185984898433648,0.5185984898433648,0.19973145174347232,0.2768136693303242,0.3773670258993218,0.6598299537874077,1.0,0.9765625,1899.362274000623
llama_seed42,json_002,0.3,2.0,static,2,2,0.7657778085225233,0.7657778085225233,0.2957106382075144,0.4098340351892491,0.5566788109769881,0.9748768060680586,1.0,0.9689922480620154,1908.5325254999361
llama_seed42,json_002,0.3,4.0,static,2,2,1.0053434834814472,1.0053434834814472,0.3871784161927347,0.5366019078931422,0.7315669998624972,1.2791199671003974,0.5,0.9541984732824428,1933.2397024998045
llama_seed42,json_002,0.3,8.0,static,2,2,1.130371825959752,1.130371825959752,0.4349328692505394,0.6027862031676378,0.8228278447517735,1.4379158071677305,0.5,0.8992805755395683,2047.2148409998
llama_seed42,json_002,0.7,1.0,static,2,2,0.3207952974072311,0.3207952974072311,0.16758418939086658,0.23225983680634757,0.2022953806692987,0.4392952141451636,1.0,0.9765625,1898.2284645003347
llama_seed42,json_002,0.7,2.0,static,2,2,0.47402068666880953,0.47402068666880953,0.24827341797212368,0.34408940217544337,0.2984648692323588,0.6495765041052602,1.0,0.9689922480620154,1907.3633164995272
llama_seed42,json_002,0.7,4.0,static,2,2,0.6214061294354127,0.6214061294354127,0.3238717651558767,0.4488633658980916,0.3923942080588353,0.8504180508119901,1.0,0.9541984732824428,1932.029215000398
llama_seed42,json_002,0.7,8.0,static,2,2,0.6990107513671387,0.6990107513671387,0.3629510919356445,0.5030245495596423,0.4423655730203825,0.955655929713895,1.0,0.8992805755395683,2045.017739499599
llama_seed42,json_003,0.0,1.0,static,2,2,0.6326544161965384,0.6326544161965384,0.03613833734269132,0.05008518025581512,0.6071007528007144,0.6582080795923625,1.0,0.859375,2107.4990195007786
llama_seed42,json_003,0.0,2.0,static,2,2,0.9788202364986871,0.9788202364986871,0.0050967716131701144,0.007063765068870106,0.9752162747288554,0.9824241982685188,1.0,0.9921875,1895.9491315007426
llama_seed42,json_003,0.0,4.0,static,2,2,1.2781065478136635,1.2781065478136635,0.0005736698024681814,0.0007950657826747998,1.2777009020061765,1.2785121936211508,0.0,0.9769230769230768,1917.7323875009051
llama_seed42,json_003,0.0,8.0,static,2,2,1.4919165332320918,1.4919165332320918,0.005102192615017523,0.007071278194117676,1.488308738235093,1.4955243282290906,0.0,0.9477611940298508,1970.2137949993812
llama_seed42,json_003,0.3,1.0,static,2,2,0.3544212907804344,0.3544212907804344,0.43341133970389323,0.6006774708016277,0.0479531934326651,0.6608893881282036,1.0,0.859375,1894.2560575018206
llama_seed42,json_003,0.3,2.0,static,2,2,0.5316587921972367,0.5316587921972367,0.6505851344353093,0.9016649941848031,0.0716256318988678,0.9916919524956056,1.0,0.9921875,1884.3388719990344
llama_seed42,json_003,0.3,4.0,static,2,2,0.6895444520345344,0.6895444520345344,0.8434739953516036,1.1689953164605533,0.093118270166905,1.2859706339021637,0.5,0.9769230769230768,1916.9676500014248
llama_seed42,json_003,0.3,8.0,static,2,2,0.8054186810703904,0.8054186810703904,0.9853824647396694,1.3656704208442791,0.1086480581906561,1.5021893039501246,0.5,0.9477611940298508,1967.6048710005034
llama_seed42,json_003,0.7,1.0,static,2,2,0.6594489102578733,0.6594489102578733,0.0009804232062851084,0.0013587972392898949,0.6587556463602764,0.6601421741554702,1.0,0.859375,1885.7444339997755
llama_seed42,json_003,0.7,2.0,static,2,2,0.9847969709247808,0.9847969709247808,0.0015286006501618007,0.0021185324154929263,0.9837160870393252,0.9858778548102364,1.0,0.9921875,1879.8332540004594
llama_seed42,json_003,0.7,4.0,static,2,2,1.295386602470592,1.295386602470592,0.009985172332078714,0.013838742811965135,1.2883260194032629,1.3024471855379212,0.0,0.9769230769230768,1886.7470074995933
llama_seed42,json_003,0.7,8.0,static,2,2,1.5132537948424734,1.5132537948424734,0.015183834465590478,0.021043720937464656,1.5025172025274405,1.5239903871575065,0.0,0.9477611940298508,1937.1766289999641
llama_seed42,open_001,0.0,1.0,static,2,2,0.655933143967683,0.655933143967683,0.0009396345438807999,0.0013022670373178747,0.6552687220098677,0.6565975659254982,1.0,0.8125,1884.365252997668
llama_seed42,open_001,0.0,2.0,static,2,2,0.8629771303830629,0.8629771303830629,0.0010194087430727666,0.001412828436654112,0.8622562995480353,0.8636979612180905,1.0,0.7172413793103448,2125.532127001861
llama_seed42,open_001,0.0,4.0,static,2,2,0.9118712160186921,0.9118712160186921,0.00018708132539262712,0.000259281488684302,0.9117389295448736,0.9120035024925106,1.0,0.5683060109289617,2676.6481809963807
llama_seed42,open_001,0.0,8.0,static,2,2,0.750514062134398,0.750514062134398,0.0016308206704815315,0.0022602021357934986,0.7493608977794013,0.7516672264893947,1.0,0.3895131086142322,3884.8170109993134
llama_seed42,open_001,0.3,1.0,static,2,2,0.6636930026022083,0.6636930026022083,0.0002373620354140929,0.0003289669974816456,0.6635251622973707,0.6638608429070458,1.0,0.8125,1867.0361540002887
llama_seed42,open_001,0.3,2.0,static,2,2,0.8734085675928109,0.8734085675928109,0.0005169888924330164,0.0007165100492094622,0.8730430012411734,0.8737741339444484,1.0,0.7172413793103448,2106.849274001661
llama_seed42,open_001,0.3,4.0,static,2,2,0.9254446257393232,0.9254446257393232,0.0016074153656496846,0.0022277640382592635,0.9243080114340888,0.9265812400445574,1.0,0.5683060109289617,2643.5983244998624
llama_seed42,open_001,0.3,8.0,static,2,2,0.7625022567157917,0.7625022567157917,0.003299654531276565,0.004573087865491666,0.7601690486211532,0.7648354648104304,1.0,0.3895131086142322,3831.295036003894
llama_seed42,open_001,0.7,1.0,static,2,2,0.3594340372351592,0.3594340372351592,0.4271221481540354,0.5919610960151799,0.0574130698804756,0.6614550045898429,1.0,0.8125,1849.1546559980634
llama_seed42,open_001,0.7,2.0,static,2,2,0.4731055843044068,0.4731055843044068,0.5624483143103045,0.7795135935468875,0.0753945671886478,0.8708166014201658,1.0,0.7172413793103448,2088.8912780003466
llama_seed42,open_001,0.7,4.0,static,2,2,0.4996014491946153,0.4996014491946153,0.5939568794387114,0.8231822368796864,0.0796105120111018,0.9195923863781288,1.0,0.5683060109289617,2630.216975498797
llama_seed42,open_001,0.7,8.0,static,2,2,0.41092604826006984,0.41092604826006984,0.4882658963312655,0.6767020075832126,0.0656699219421042,0.7561821745780355,1.0,0.3895131086142322,3815.5435665023565
llama_seed42,open_002,0.0,1.0,static,2,2,0.6546318430046891,0.6546318430046891,0.0007620309545002141,0.0010561210205862713,0.654093005749288,0.6551706802600903,1.0,0.921875,1864.0699285001574
llama_seed42,open_002,0.0,2.0,static,2,2,0.9524745409681417,0.9524745409681417,0.004586734214208016,0.00635688929807895,0.9492312301017748,0.9557178518345084,1.0,0.900763358778626,1900.720277999426
llama_seed42,open_002,0.0,4.0,static,2,2,1.160625628121557,1.160625628121557,0.004654450526169136,0.006450739318312921,1.1573344345918055,1.1639168216513085,0.0,0.8251748251748252,2075.2514910006994
llama_seed42,open_002,0.0,8.0,static,2,2,1.2162796268123413,1.2162796268123413,0.003712983037904896,0.005145931949685031,1.213654151327808,1.2189051022968744,0.0,0.7239263803680982,2360.159004500929
llama_seed42,open_002,0.3,1.0,static,2,2,0.6630247493538355,0.6630247493538355,0.0032484039642484597,0.004502058203460564,0.6607277808826821,0.6653217178249888,1.0,0.921875,1877.5711830001
llama_seed42,open_002,0.3,2.0,static,2,2,0.9617680796750849,0.9617680796750849,0.002245946450050114,0.0031127229714240866,0.9601799557100726,0.9633562036400972,1.0,0.900763358778626,1921.100964999141
llama_seed42,open_002,0.3,4.0,static,2,2,1.1745018109081449,1.1745018109081449,0.00028812694613572775,0.00039932357421197385,1.1742980743906897,1.1747055474255998,0.0,0.8251748251748252,2091.172844001221
llama_seed42,open_002,0.3,8.0,static,2,2,1.2301348254496896,1.2301348254496896,0.004601460549198725,0.006377298957093446,1.226881101491989,1.2333885494073904,0.0,0.7239263803680982,2379.8191970004154
llama_seed42,open_002,0.7,1.0,static,2,2,0.6602611558074154,0.6602611558074154,0.00015262304723526586,0.00021152475166415165,0.66015323501575,0.6603690765990807,1.0,0.921875,1884.1434995003965
llama_seed42,open_002,0.7,2.0,static,2,2,0.9615736624436793,0.9615736624436793,0.0026804439443087543,0.0037149057756378817,0.959678302354068,0.9634690225332904,1.0,0.900763358778626,1922.7660115013805
llama_seed42,open_002,0.7,4.0,static,2,2,1.1744221203120513,1.1744221203120513,0.0007672790702217726,0.001063394537887996,1.173879572078435,1.1749646685456676,0.0,0.8251748251748252,2092.023525000286
llama_seed42,open_002,0.7,8.0,static,2,2,1.2301612384367138,1.2301612384367138,0.0006492879989481301,0.0008998672561184539,1.2297021224897144,1.2306203543837129,0.0,0.7239263803680982,2381.10737200077
llama_seed42,open_003,0.0,1.0,static,2,2,0.6555972832983712,0.6555972832983712,0.0002629885315518253,0.0003644835091078468,0.6554113223243366,0.6557832442724059,1.0,0.9375,1889.5537319979212
llama_seed42,open_003,0.0,2.0,static,2,2,0.9357125944503935,0.9357125944503935,0.002776307163864621,0.0038477654195619654,0.933749448828168,0.937675740072619,1.0,0.8955223880597015,1972.0117395013403
llama_seed42,open_003,0.0,4.0,static,2,2,1.1612260605303568,1.1612260605303568,6.541802160795925e-05,9.066475231385151e-05,1.161179803003666,1.1612723180570474,0.0,0.8333333333333334,2111.3415059978706
llama_seed42,open_003,0.0,8.0,static,2,2,1.161653870889706,1.161653870889706,0.00197122338658616,0.002731976230821735,1.1602600054658174,1.1630477363135947,0.0,0.6976744186046512,2514.354254499949
llama_seed42,open_003,0.3,1.0,static,2,2,0.6611685803892909,0.6611685803892909,0.0017691708789590456,0.002451945742155823,0.6599175876637012,0.6624195731148806,1.0,0.9375,1891.7451819988855
llama_seed42,open_003,0.3,2.0,static,2,2,0.9441461838684111,0.9441461838684111,0.0021851117253978733,0.0030284103446109835,0.942601076549732,0.9456912911870902,1.0,0.8955223880597015,1974.522684000931
llama_seed42,open_003,0.3,4.0,static,2,2,1.1726044094141101,1.1726044094141101,0.0002126655839880877,0.00029473946206342916,1.1724540321375472,1.1727547866906731,0.0,0.8333333333333334,2109.250450496802
llama_seed42,open_003,0.3,8.0,static,2,2,1.1715730023802338,1.1715730023802338,0.006676702515984717,0.009253437585035322,1.1668518607552156,1.1762941440052517,0.0,0.6976744186046512,2517.5585789970683
llama_seed42,open_003,0.7,1.0,static,2,2,0.6631837441032101,0.6631837441032101,0.0015308867138826851,0.0021217007381650796,0.6621012437265953,0.664266244479825,1.0,0.9375,1884.4854819983539
llama_seed42,open_003,0.7,2.0,static,2,2,0.9428399234127377,0.9428399234127377,0.0016587119192984143,0.00229885743449489,0.9416670369665668,0.9440128098589086,1.0,0.8955223880597015,1975.5780999983017
llama_seed42,open_003,0.7,4.0,static,2,2,1.1710104834277186,1.1710104834277186,0.0022634413794846106,0.00313696970657364,1.1694099886794669,1.1726109781759706,0.0,0.8333333333333334,2111.055914500639
llama_seed42,open_003,0.7,8.0,static,2,2,1.169124007829136,1.169124007829136,0.00045135592870170226,0.000625547402310902,1.1688048509912223,1.1694431646670498,0.0,0.6976744186046512,2519.8768645016116
llama_seed42,qa_001,0.0,1.0,static,2,2,0.6563903315349453,0.6563903315349453,0.003161472246551046,0.004381576989575799,0.6541548330708761,0.6586258299990146,1.0,0.9921875,1873.202773001026
llama_seed42,qa_001,0.0,2.0,static,2,2,0.9584368807937906,0.9584368807937906,0.016205941773966715,0.022460289394816976,0.9469775494699044,0.9698962121176768,1.0,0.9844961240310076,1903.217637500802
llama_seed42,qa_001,0.0,4.0,static,2,2,1.2544227265403913,1.2544227265403913,0.021206483996337518,0.029390687332311247,1.239427477901457,1.2694179751793255,0.0,0.9694656488549618,1934.4100250004885
llama_seed42,qa_001,0.0,8.0,static,2,2,1.4981811743413926,1.4981811743413926,0.02418067751787404,0.033512709251284696,1.4810828532948188,1.5152794953879665,0.0,0.9694656488549618,1928.6527380004372
llama_seed42,qa_001,0.3,1.0,static,2,2,0.6573404440777006,0.6573404440777006,0.0023001353296847066,0.00318782492696295,0.6557140027884338,0.6589668853669675,1.0,0.9921875,1900.274506499727
llama_seed42,qa_001,0.3,2.0,static,2,2,0.9708806317880654,0.9708806317880654,0.005608143652586721,0.007772490556960288,0.966915075381453,0.9748461881946778,1.0,0.9844961240310076,1911.106093499484
llama_seed42,qa_001,0.3,4.0,static,2,2,1.2764319553023094,1.2764319553023094,0.008387971470918902,0.011625135354672776,1.2705007637948234,1.2823631468097956,0.0,0.9694656488549618,1933.735160999504
llama_seed42,qa_001,0.3,8.0,static,2,2,1.5191128937811742,1.5191128937811742,3.390035649229949e-05,4.698349704238769e-05,1.5190889226092137,1.5191368649531345,0.0,0.9694656488549618,1933.359284999142
llama_seed42,qa_001,0.7,1.0,static,2,2,0.658237883689271,0.658237883689271,0.00036419273071533774,0.0005047453731134709,0.6579803605397233,0.6584954068388187,1.0,0.9921875,1909.414719500319
llama_seed42,qa_001,0.7,2.0,static,2,2,0.9765301371241244,0.9765301371241244,0.003314349132403994,0.004593453543615524,0.9741865383773818,0.978873735870867,1.0,0.9844961240310076,1909.5921314989255
llama_seed42,qa_001,0.7,4.0,static,2,2,1.281132051537786,1.281132051537786,0.0024626090011679886,0.0034130019473083534,1.279390724013649,1.282873379061923,0.0,0.9694656488549618,1935.5610304980928
llama_seed42,qa_001,0.7,8.0,static,2,2,1.525161039593851,1.525161039593851,0.003613769136585909,0.005008428497760308,1.5226057189317284,1.5277163602559736,0.0,0.9694656488549618,1936.9385915002795
llama_seed42,qa_002,0.0,1.0,static,2,2,0.6609384308492116,0.6609384308492116,0.0009776876209037857,0.0013550059113814905,0.6602471013025883,0.6616297603958348,1.0,0.65625,1951.010638500179
llama_seed42,qa_002,0.0,2.0,static,2,2,0.8303555462337897,0.8303555462337897,0.013784778442138747,0.01910472821463726,0.8206082359201993,0.8401028565473802,1.0,0.5490196078431373,2270.238562500367
llama_seed42,qa_002,0.0,4.0,static,2,2,0.7610278685027576,0.7610278685027576,0.013860688885144232,0.01920993472110094,0.7512268814001551,0.7708288556053602,1.0,0.3766816143497757,3295.3627929997538
llama_seed42,qa_002,0.0,8.0,static,2,2,0.5790339369975572,0.5790339369975572,0.010909503147251406,0.01511979996340295,0.5713197533427598,0.5867481206523546,1.0,0.2393162393162393,5170.1741265009105
llama_seed42,qa_002,0.3,1.0,static,2,2,0.6615596657217366,0.6615596657217366,0.0009528424440453765,0.0013205722530301698,0.6608859043681498,0.6622334270753234,1.0,0.65625,1906.1671225001649
llama_seed42,qa_002,0.3,2.0,static,2,2,0.8219061043925229,0.8219061043925229,0.001866723303705288,0.0025871465050319696,0.8205861316858739,0.8232260770991718,1.0,0.5490196078431373,2279.7207084988713
llama_seed42,qa_002,0.3,4.0,static,2,2,0.7560740325524806,0.7560740325524806,0.00030165467155004083,0.00041807204510608376,0.755860730488651,0.7562873346163103,1.0,0.3766816143497757,3298.2035105010254
llama_seed42,qa_002,0.3,8.0,static,2,2,0.5760699388728097,0.5760699388728097,0.0019384729385825675,0.002686586425636015,0.5746992315127913,0.5774406462328281,1.0,0.2393162393162393,5165.573958998834
llama_seed42,qa_002,0.7,1.0,static,2,2,0.6636985930348249,0.6636985930348249,0.0008087337043922228,0.001120847729637775,0.663126731948275,0.6642704541213748,1.0,0.65625,1905.8652284995787
llama_seed42,qa_002,0.7,2.0,static,2,2,0.8280481705539684,0.8280481705539684,0.0018953211596462209,0.002626781111243954,0.8267079761094562,0.8293883649984807,1.0,0.5490196078431373,2269.0585919987143
llama_seed42,qa_002,0.7,4.0,static,2,2,0.7592982000319459,0.7592982000319459,0.002155700744066022,0.0029876488041023675,0.757773889417608,0.7608225106462839,1.0,0.3766816143497757,3293.898491499476
llama_seed42,qa_002,0.7,8.0,static,2,2,0.576536195568846,0.576536195568846,0.0016555348453372643,0.0022944542346320595,0.5753655556532175,0.5777068354844747,1.0,0.2393162393162393,5174.496945501119
llama_seed42,qa_003,0.0,1.0,static,2,2,0.6583275028805081,0.6583275028805081,0.00046732624605644627,0.0006476811329214137,0.6579970533228952,0.6586579524381211,1.0,0.765625,1904.845655500253
llama_seed42,qa_003,0.0,2.0,static,2,2,0.875692565605644,0.875692565605644,0.0007631454482248639,0.0010576656300840391,0.8751529402841726,0.8762321909271155,1.0,0.6923076923076923,2125.750417999484
llama_seed42,qa_003,0.0,4.0,static,2,2,0.9317751977913711,0.9317751977913711,0.00043760075016909385,0.0006064836974778975,0.9314657673334742,0.932084628249268,1.0,0.553072625698324,2657.240771000488
llama_seed42,qa_003,0.0,8.0,static,2,2,0.7589495007390902,0.7589495007390902,0.002713299691344759,0.0037604415178368405,0.7570309081279489,0.7608680933502314,1.0,0.375,3888.904659999639
llama_seed42,qa_003,0.3,1.0,static,2,2,0.4173154460928862,0.4173154460928862,0.3474069798643779,0.48148150933553424,0.1716616147992462,0.6629692773865261,1.0,0.765625,1904.8476989995606
llama_seed42,qa_003,0.3,2.0,static,2,2,0.5572937349836687,0.5572937349836687,0.46564081900230886,0.6453452501990291,0.2280359542698784,0.8865515156974592,1.0,0.6923076923076923,2123.360107001531
